id,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
5480,Alabama,~,~,~,~,Incidence,31460,Asian/Pacific Islander,Male,Liver and Intrahepatic Bile Duct,2010,~,~,~
5481,Alabama,~,~,~,~,Mortality,31460,Asian/Pacific Islander,Male,Liver and Intrahepatic Bile Duct,2010,~,~,~
5482,Alabama,~,~,~,~,Incidence,32276,Asian/Pacific Islander,Male,Liver and Intrahepatic Bile Duct,2011,~,~,~
5483,Alabama,~,~,~,~,Mortality,32276,Asian/Pacific Islander,Male,Liver and Intrahepatic Bile Duct,2011,~,~,~
5484,Alabama,~,~,~,~,Incidence,33373,Asian/Pacific Islander,Male,Liver and Intrahepatic Bile Duct,2012,~,~,~
5485,Alabama,~,~,~,~,Mortality,33373,Asian/Pacific Islander,Male,Liver and Intrahepatic Bile Duct,2012,~,~,~
5486,Alabama,~,~,~,~,Incidence,34594,Asian/Pacific Islander,Male,Liver and Intrahepatic Bile Duct,2013,~,~,~
5487,Alabama,~,~,~,~,Mortality,34594,Asian/Pacific Islander,Male,Liver and Intrahepatic Bile Duct,2013,~,~,~
5488,Alabama,~,~,~,~,Incidence,15786,Asian/Pacific Islander,Male,Lung and Bronchus,1999,~,~,~
5489,Alabama,~,~,~,~,Mortality,15786,Asian/Pacific Islander,Male,Lung and Bronchus,1999,~,~,~
5490,Alabama,~,~,~,~,Incidence,17432,Asian/Pacific Islander,Male,Lung and Bronchus,2000,~,~,~
5491,Alabama,~,~,~,~,Mortality,17432,Asian/Pacific Islander,Male,Lung and Bronchus,2000,~,~,~
5492,Alabama,~,~,~,~,Incidence,18396,Asian/Pacific Islander,Male,Lung and Bronchus,2001,~,~,~
5493,Alabama,~,~,~,~,Mortality,18396,Asian/Pacific Islander,Male,Lung and Bronchus,2001,~,~,~
5494,Alabama,~,~,~,~,Incidence,19609,Asian/Pacific Islander,Male,Lung and Bronchus,2002,~,~,~
5495,Alabama,~,~,~,~,Mortality,19609,Asian/Pacific Islander,Male,Lung and Bronchus,2002,~,~,~
5496,Alabama,~,~,~,~,Incidence,20967,Asian/Pacific Islander,Male,Lung and Bronchus,2003,~,~,~
5497,Alabama,~,~,~,~,Mortality,20967,Asian/Pacific Islander,Male,Lung and Bronchus,2003,~,~,~
5498,Alabama,~,~,~,~,Incidence,22648,Asian/Pacific Islander,Male,Lung and Bronchus,2004,~,~,~
5499,Alabama,~,~,~,~,Mortality,22648,Asian/Pacific Islander,Male,Lung and Bronchus,2004,~,~,~
5500,Alabama,~,~,~,~,Incidence,24202,Asian/Pacific Islander,Male,Lung and Bronchus,2005,~,~,~
5501,Alabama,~,~,~,~,Mortality,24202,Asian/Pacific Islander,Male,Lung and Bronchus,2005,~,~,~
5502,Alabama,~,~,~,~,Incidence,25733,Asian/Pacific Islander,Male,Lung and Bronchus,2006,~,~,~
5503,Alabama,~,~,~,~,Mortality,25733,Asian/Pacific Islander,Male,Lung and Bronchus,2006,~,~,~
5504,Alabama,~,~,~,~,Incidence,27129,Asian/Pacific Islander,Male,Lung and Bronchus,2007,~,~,~
5505,Alabama,~,~,~,~,Mortality,27129,Asian/Pacific Islander,Male,Lung and Bronchus,2007,~,~,~
5506,Alabama,~,~,~,~,Incidence,28455,Asian/Pacific Islander,Male,Lung and Bronchus,2008,~,~,~
5507,Alabama,~,~,~,~,Mortality,28455,Asian/Pacific Islander,Male,Lung and Bronchus,2008,~,~,~
5508,Alabama,~,~,~,~,Incidence,30333,Asian/Pacific Islander,Male,Lung and Bronchus,2009,~,~,~
5509,Alabama,~,~,~,~,Mortality,30333,Asian/Pacific Islander,Male,Lung and Bronchus,2009,~,~,~
5510,Alabama,23.1,59.3,38.6,28,Incidence,162036,Asian/Pacific Islander,Male,Lung and Bronchus,2009-2013,11.5,25.0,17.3
5511,Alabama,~,~,~,~,Mortality,162036,Asian/Pacific Islander,Male,Lung and Bronchus,2009-2013,~,~,~
5512,Alabama,~,~,~,~,Incidence,31460,Asian/Pacific Islander,Male,Lung and Bronchus,2010,~,~,~
5513,Alabama,~,~,~,~,Mortality,31460,Asian/Pacific Islander,Male,Lung and Bronchus,2010,~,~,~
5514,Alabama,~,~,~,~,Incidence,32276,Asian/Pacific Islander,Male,Lung and Bronchus,2011,~,~,~
5515,Alabama,~,~,~,~,Mortality,32276,Asian/Pacific Islander,Male,Lung and Bronchus,2011,~,~,~
5516,Alabama,~,~,~,~,Incidence,33373,Asian/Pacific Islander,Male,Lung and Bronchus,2012,~,~,~
5517,Alabama,~,~,~,~,Mortality,33373,Asian/Pacific Islander,Male,Lung and Bronchus,2012,~,~,~
5518,Alabama,~,~,~,~,Incidence,34594,Asian/Pacific Islander,Male,Lung and Bronchus,2013,~,~,~
5519,Alabama,~,~,~,~,Mortality,34594,Asian/Pacific Islander,Male,Lung and Bronchus,2013,~,~,~
5520,Alabama,~,~,~,~,Incidence,15786,Asian/Pacific Islander,Male,Melanomas of the Skin,1999,~,~,~
5521,Alabama,~,~,~,~,Mortality,15786,Asian/Pacific Islander,Male,Melanomas of the Skin,1999,~,~,~
5522,Alabama,~,~,~,~,Incidence,17432,Asian/Pacific Islander,Male,Melanomas of the Skin,2000,~,~,~
5523,Alabama,~,~,~,~,Mortality,17432,Asian/Pacific Islander,Male,Melanomas of the Skin,2000,~,~,~
5524,Alabama,~,~,~,~,Incidence,18396,Asian/Pacific Islander,Male,Melanomas of the Skin,2001,~,~,~
5525,Alabama,~,~,~,~,Mortality,18396,Asian/Pacific Islander,Male,Melanomas of the Skin,2001,~,~,~
5526,Alabama,~,~,~,~,Incidence,19609,Asian/Pacific Islander,Male,Melanomas of the Skin,2002,~,~,~
5527,Alabama,~,~,~,~,Mortality,19609,Asian/Pacific Islander,Male,Melanomas of the Skin,2002,~,~,~
5528,Alabama,~,~,~,~,Incidence,20967,Asian/Pacific Islander,Male,Melanomas of the Skin,2003,~,~,~
5529,Alabama,~,~,~,~,Mortality,20967,Asian/Pacific Islander,Male,Melanomas of the Skin,2003,~,~,~
5530,Alabama,~,~,~,~,Incidence,22648,Asian/Pacific Islander,Male,Melanomas of the Skin,2004,~,~,~
5531,Alabama,~,~,~,~,Mortality,22648,Asian/Pacific Islander,Male,Melanomas of the Skin,2004,~,~,~
5532,Alabama,~,~,~,~,Incidence,24202,Asian/Pacific Islander,Male,Melanomas of the Skin,2005,~,~,~
5533,Alabama,~,~,~,~,Mortality,24202,Asian/Pacific Islander,Male,Melanomas of the Skin,2005,~,~,~
5534,Alabama,~,~,~,~,Incidence,25733,Asian/Pacific Islander,Male,Melanomas of the Skin,2006,~,~,~
5535,Alabama,~,~,~,~,Mortality,25733,Asian/Pacific Islander,Male,Melanomas of the Skin,2006,~,~,~
5536,Alabama,~,~,~,~,Incidence,27129,Asian/Pacific Islander,Male,Melanomas of the Skin,2007,~,~,~
5537,Alabama,~,~,~,~,Mortality,27129,Asian/Pacific Islander,Male,Melanomas of the Skin,2007,~,~,~
5538,Alabama,~,~,~,~,Incidence,28455,Asian/Pacific Islander,Male,Melanomas of the Skin,2008,~,~,~
5539,Alabama,~,~,~,~,Mortality,28455,Asian/Pacific Islander,Male,Melanomas of the Skin,2008,~,~,~
5540,Alabama,~,~,~,~,Incidence,30333,Asian/Pacific Islander,Male,Melanomas of the Skin,2009,~,~,~
5541,Alabama,~,~,~,~,Mortality,30333,Asian/Pacific Islander,Male,Melanomas of the Skin,2009,~,~,~
5542,Alabama,~,~,~,~,Incidence,162036,Asian/Pacific Islander,Male,Melanomas of the Skin,2009-2013,~,~,~
5543,Alabama,~,~,~,~,Mortality,162036,Asian/Pacific Islander,Male,Melanomas of the Skin,2009-2013,~,~,~
5544,Alabama,~,~,~,~,Incidence,31460,Asian/Pacific Islander,Male,Melanomas of the Skin,2010,~,~,~
5545,Alabama,~,~,~,~,Mortality,31460,Asian/Pacific Islander,Male,Melanomas of the Skin,2010,~,~,~
5546,Alabama,~,~,~,~,Incidence,32276,Asian/Pacific Islander,Male,Melanomas of the Skin,2011,~,~,~
5547,Alabama,~,~,~,~,Mortality,32276,Asian/Pacific Islander,Male,Melanomas of the Skin,2011,~,~,~
5548,Alabama,~,~,~,~,Incidence,33373,Asian/Pacific Islander,Male,Melanomas of the Skin,2012,~,~,~
5549,Alabama,~,~,~,~,Mortality,33373,Asian/Pacific Islander,Male,Melanomas of the Skin,2012,~,~,~
5550,Alabama,~,~,~,~,Incidence,34594,Asian/Pacific Islander,Male,Melanomas of the Skin,2013,~,~,~
5551,Alabama,~,~,~,~,Mortality,34594,Asian/Pacific Islander,Male,Melanomas of the Skin,2013,~,~,~
5552,Alabama,~,~,~,~,Incidence,15786,Asian/Pacific Islander,Male,Mesothelioma,1999,~,~,~
5553,Alabama,~,~,~,~,Mortality,15786,Asian/Pacific Islander,Male,Mesothelioma,1999,~,~,~
5554,Alabama,~,~,~,~,Incidence,17432,Asian/Pacific Islander,Male,Mesothelioma,2000,~,~,~
5555,Alabama,~,~,~,~,Mortality,17432,Asian/Pacific Islander,Male,Mesothelioma,2000,~,~,~
5556,Alabama,~,~,~,~,Incidence,18396,Asian/Pacific Islander,Male,Mesothelioma,2001,~,~,~
5557,Alabama,~,~,~,~,Mortality,18396,Asian/Pacific Islander,Male,Mesothelioma,2001,~,~,~
5558,Alabama,~,~,~,~,Incidence,19609,Asian/Pacific Islander,Male,Mesothelioma,2002,~,~,~
5559,Alabama,~,~,~,~,Mortality,19609,Asian/Pacific Islander,Male,Mesothelioma,2002,~,~,~
5560,Alabama,~,~,~,~,Incidence,20967,Asian/Pacific Islander,Male,Mesothelioma,2003,~,~,~
5561,Alabama,~,~,~,~,Mortality,20967,Asian/Pacific Islander,Male,Mesothelioma,2003,~,~,~
5562,Alabama,~,~,~,~,Incidence,22648,Asian/Pacific Islander,Male,Mesothelioma,2004,~,~,~
5563,Alabama,~,~,~,~,Mortality,22648,Asian/Pacific Islander,Male,Mesothelioma,2004,~,~,~
5564,Alabama,~,~,~,~,Incidence,24202,Asian/Pacific Islander,Male,Mesothelioma,2005,~,~,~
5565,Alabama,~,~,~,~,Mortality,24202,Asian/Pacific Islander,Male,Mesothelioma,2005,~,~,~
5566,Alabama,~,~,~,~,Incidence,25733,Asian/Pacific Islander,Male,Mesothelioma,2006,~,~,~
5567,Alabama,~,~,~,~,Mortality,25733,Asian/Pacific Islander,Male,Mesothelioma,2006,~,~,~
5568,Alabama,~,~,~,~,Incidence,27129,Asian/Pacific Islander,Male,Mesothelioma,2007,~,~,~
5569,Alabama,~,~,~,~,Mortality,27129,Asian/Pacific Islander,Male,Mesothelioma,2007,~,~,~
5570,Alabama,~,~,~,~,Incidence,28455,Asian/Pacific Islander,Male,Mesothelioma,2008,~,~,~
5571,Alabama,~,~,~,~,Mortality,28455,Asian/Pacific Islander,Male,Mesothelioma,2008,~,~,~
5572,Alabama,~,~,~,~,Incidence,30333,Asian/Pacific Islander,Male,Mesothelioma,2009,~,~,~
5573,Alabama,~,~,~,~,Mortality,30333,Asian/Pacific Islander,Male,Mesothelioma,2009,~,~,~
5574,Alabama,~,~,~,~,Incidence,162036,Asian/Pacific Islander,Male,Mesothelioma,2009-2013,~,~,~
5575,Alabama,~,~,~,~,Mortality,162036,Asian/Pacific Islander,Male,Mesothelioma,2009-2013,~,~,~
5576,Alabama,~,~,~,~,Incidence,31460,Asian/Pacific Islander,Male,Mesothelioma,2010,~,~,~
5577,Alabama,~,~,~,~,Mortality,31460,Asian/Pacific Islander,Male,Mesothelioma,2010,~,~,~
5578,Alabama,~,~,~,~,Incidence,32276,Asian/Pacific Islander,Male,Mesothelioma,2011,~,~,~
5579,Alabama,~,~,~,~,Mortality,32276,Asian/Pacific Islander,Male,Mesothelioma,2011,~,~,~
5580,Alabama,~,~,~,~,Incidence,33373,Asian/Pacific Islander,Male,Mesothelioma,2012,~,~,~
5581,Alabama,~,~,~,~,Mortality,33373,Asian/Pacific Islander,Male,Mesothelioma,2012,~,~,~
5582,Alabama,~,~,~,~,Incidence,34594,Asian/Pacific Islander,Male,Mesothelioma,2013,~,~,~
5583,Alabama,~,~,~,~,Mortality,34594,Asian/Pacific Islander,Male,Mesothelioma,2013,~,~,~
5584,Alabama,~,~,~,~,Incidence,15786,Asian/Pacific Islander,Male,Myeloma,1999,~,~,~
5585,Alabama,~,~,~,~,Mortality,15786,Asian/Pacific Islander,Male,Myeloma,1999,~,~,~
5586,Alabama,~,~,~,~,Incidence,17432,Asian/Pacific Islander,Male,Myeloma,2000,~,~,~
5587,Alabama,~,~,~,~,Mortality,17432,Asian/Pacific Islander,Male,Myeloma,2000,~,~,~
5588,Alabama,~,~,~,~,Incidence,18396,Asian/Pacific Islander,Male,Myeloma,2001,~,~,~
5589,Alabama,~,~,~,~,Mortality,18396,Asian/Pacific Islander,Male,Myeloma,2001,~,~,~
5590,Alabama,~,~,~,~,Incidence,19609,Asian/Pacific Islander,Male,Myeloma,2002,~,~,~
5591,Alabama,~,~,~,~,Mortality,19609,Asian/Pacific Islander,Male,Myeloma,2002,~,~,~
5592,Alabama,~,~,~,~,Incidence,20967,Asian/Pacific Islander,Male,Myeloma,2003,~,~,~
5593,Alabama,~,~,~,~,Mortality,20967,Asian/Pacific Islander,Male,Myeloma,2003,~,~,~
5594,Alabama,~,~,~,~,Incidence,22648,Asian/Pacific Islander,Male,Myeloma,2004,~,~,~
5595,Alabama,~,~,~,~,Mortality,22648,Asian/Pacific Islander,Male,Myeloma,2004,~,~,~
5596,Alabama,~,~,~,~,Incidence,24202,Asian/Pacific Islander,Male,Myeloma,2005,~,~,~
5597,Alabama,~,~,~,~,Mortality,24202,Asian/Pacific Islander,Male,Myeloma,2005,~,~,~
5598,Alabama,~,~,~,~,Incidence,25733,Asian/Pacific Islander,Male,Myeloma,2006,~,~,~
5599,Alabama,~,~,~,~,Mortality,25733,Asian/Pacific Islander,Male,Myeloma,2006,~,~,~
5600,Alabama,~,~,~,~,Incidence,27129,Asian/Pacific Islander,Male,Myeloma,2007,~,~,~
5601,Alabama,~,~,~,~,Mortality,27129,Asian/Pacific Islander,Male,Myeloma,2007,~,~,~
5602,Alabama,~,~,~,~,Incidence,28455,Asian/Pacific Islander,Male,Myeloma,2008,~,~,~
5603,Alabama,~,~,~,~,Mortality,28455,Asian/Pacific Islander,Male,Myeloma,2008,~,~,~
5604,Alabama,~,~,~,~,Incidence,30333,Asian/Pacific Islander,Male,Myeloma,2009,~,~,~
5605,Alabama,~,~,~,~,Mortality,30333,Asian/Pacific Islander,Male,Myeloma,2009,~,~,~
5606,Alabama,~,~,~,~,Incidence,162036,Asian/Pacific Islander,Male,Myeloma,2009-2013,~,~,~
5607,Alabama,~,~,~,~,Mortality,162036,Asian/Pacific Islander,Male,Myeloma,2009-2013,~,~,~
5608,Alabama,~,~,~,~,Incidence,31460,Asian/Pacific Islander,Male,Myeloma,2010,~,~,~
5609,Alabama,~,~,~,~,Mortality,31460,Asian/Pacific Islander,Male,Myeloma,2010,~,~,~
5610,Alabama,~,~,~,~,Incidence,32276,Asian/Pacific Islander,Male,Myeloma,2011,~,~,~
5611,Alabama,~,~,~,~,Mortality,32276,Asian/Pacific Islander,Male,Myeloma,2011,~,~,~
5612,Alabama,~,~,~,~,Incidence,33373,Asian/Pacific Islander,Male,Myeloma,2012,~,~,~
5613,Alabama,~,~,~,~,Mortality,33373,Asian/Pacific Islander,Male,Myeloma,2012,~,~,~
5614,Alabama,~,~,~,~,Incidence,34594,Asian/Pacific Islander,Male,Myeloma,2013,~,~,~
5615,Alabama,~,~,~,~,Mortality,34594,Asian/Pacific Islander,Male,Myeloma,2013,~,~,~
5616,Alabama,~,~,~,~,Incidence,15786,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,1999,~,~,~
5617,Alabama,~,~,~,~,Mortality,15786,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,1999,~,~,~
5618,Alabama,~,~,~,~,Incidence,17432,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2000,~,~,~
5619,Alabama,~,~,~,~,Mortality,17432,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2000,~,~,~
5620,Alabama,~,~,~,~,Incidence,18396,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2001,~,~,~
5621,Alabama,~,~,~,~,Mortality,18396,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2001,~,~,~
5622,Alabama,~,~,~,~,Incidence,19609,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2002,~,~,~
5623,Alabama,~,~,~,~,Mortality,19609,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2002,~,~,~
5624,Alabama,~,~,~,~,Incidence,20967,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2003,~,~,~
5625,Alabama,~,~,~,~,Mortality,20967,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2003,~,~,~
5626,Alabama,~,~,~,~,Incidence,22648,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2004,~,~,~
5627,Alabama,~,~,~,~,Mortality,22648,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2004,~,~,~
5628,Alabama,~,~,~,~,Incidence,24202,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2005,~,~,~
5629,Alabama,~,~,~,~,Mortality,24202,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2005,~,~,~
5630,Alabama,~,~,~,~,Incidence,25733,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2006,~,~,~
5631,Alabama,~,~,~,~,Mortality,25733,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2006,~,~,~
5632,Alabama,~,~,~,~,Incidence,27129,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2007,~,~,~
5633,Alabama,~,~,~,~,Mortality,27129,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2007,~,~,~
5634,Alabama,~,~,~,~,Incidence,28455,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2008,~,~,~
5635,Alabama,~,~,~,~,Mortality,28455,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2008,~,~,~
5636,Alabama,~,~,~,~,Incidence,30333,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2009,~,~,~
5637,Alabama,~,~,~,~,Mortality,30333,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2009,~,~,~
5638,Alabama,~,~,~,~,Incidence,162036,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2009-2013,~,~,~
5639,Alabama,~,~,~,~,Mortality,162036,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2009-2013,~,~,~
5640,Alabama,~,~,~,~,Incidence,31460,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2010,~,~,~
5641,Alabama,~,~,~,~,Mortality,31460,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2010,~,~,~
5642,Alabama,~,~,~,~,Incidence,32276,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2011,~,~,~
5643,Alabama,~,~,~,~,Mortality,32276,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2011,~,~,~
5644,Alabama,~,~,~,~,Incidence,33373,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2012,~,~,~
5645,Alabama,~,~,~,~,Mortality,33373,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2012,~,~,~
5646,Alabama,~,~,~,~,Incidence,34594,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2013,~,~,~
5647,Alabama,~,~,~,~,Mortality,34594,Asian/Pacific Islander,Male,Non-Hodgkin Lymphoma,2013,~,~,~
5648,Alabama,~,~,~,~,Incidence,15786,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,1999,~,~,~
5649,Alabama,~,~,~,~,Mortality,15786,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,1999,~,~,~
5650,Alabama,~,~,~,~,Incidence,17432,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2000,~,~,~
5651,Alabama,~,~,~,~,Mortality,17432,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2000,~,~,~
5652,Alabama,~,~,~,~,Incidence,18396,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2001,~,~,~
5653,Alabama,~,~,~,~,Mortality,18396,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2001,~,~,~
5654,Alabama,~,~,~,~,Incidence,19609,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2002,~,~,~
5655,Alabama,~,~,~,~,Mortality,19609,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2002,~,~,~
5656,Alabama,~,~,~,~,Incidence,20967,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2003,~,~,~
5657,Alabama,~,~,~,~,Mortality,20967,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2003,~,~,~
5658,Alabama,~,~,~,~,Incidence,22648,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2004,~,~,~
5659,Alabama,~,~,~,~,Mortality,22648,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2004,~,~,~
5660,Alabama,~,~,~,~,Incidence,24202,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2005,~,~,~
5661,Alabama,~,~,~,~,Mortality,24202,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2005,~,~,~
5662,Alabama,~,~,~,~,Incidence,25733,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2006,~,~,~
5663,Alabama,~,~,~,~,Mortality,25733,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2006,~,~,~
5664,Alabama,~,~,~,~,Incidence,27129,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2007,~,~,~
5665,Alabama,~,~,~,~,Mortality,27129,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2007,~,~,~
5666,Alabama,~,~,~,~,Incidence,28455,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2008,~,~,~
5667,Alabama,~,~,~,~,Mortality,28455,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2008,~,~,~
5668,Alabama,~,~,~,~,Incidence,30333,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2009,~,~,~
5669,Alabama,~,~,~,~,Mortality,30333,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2009,~,~,~
5670,Alabama,~,~,~,~,Incidence,162036,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2009-2013,~,~,~
5671,Alabama,~,~,~,~,Mortality,162036,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2009-2013,~,~,~
5672,Alabama,~,~,~,~,Incidence,31460,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2010,~,~,~
5673,Alabama,~,~,~,~,Mortality,31460,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2010,~,~,~
5674,Alabama,~,~,~,~,Incidence,32276,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2011,~,~,~
5675,Alabama,~,~,~,~,Mortality,32276,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2011,~,~,~
5676,Alabama,~,~,~,~,Incidence,33373,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2012,~,~,~
5677,Alabama,~,~,~,~,Mortality,33373,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2012,~,~,~
5678,Alabama,~,~,~,~,Incidence,34594,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2013,~,~,~
5679,Alabama,~,~,~,~,Mortality,34594,Asian/Pacific Islander,Male,Oral Cavity and Pharynx,2013,~,~,~
5680,Alabama,~,~,~,~,Incidence,15786,Asian/Pacific Islander,Male,Pancreas,1999,~,~,~
5681,Alabama,~,~,~,~,Mortality,15786,Asian/Pacific Islander,Male,Pancreas,1999,~,~,~
5682,Alabama,~,~,~,~,Incidence,17432,Asian/Pacific Islander,Male,Pancreas,2000,~,~,~
5683,Alabama,~,~,~,~,Mortality,17432,Asian/Pacific Islander,Male,Pancreas,2000,~,~,~
5684,Alabama,~,~,~,~,Incidence,18396,Asian/Pacific Islander,Male,Pancreas,2001,~,~,~
5685,Alabama,~,~,~,~,Mortality,18396,Asian/Pacific Islander,Male,Pancreas,2001,~,~,~
5686,Alabama,~,~,~,~,Incidence,19609,Asian/Pacific Islander,Male,Pancreas,2002,~,~,~
5687,Alabama,~,~,~,~,Mortality,19609,Asian/Pacific Islander,Male,Pancreas,2002,~,~,~
5688,Alabama,~,~,~,~,Incidence,20967,Asian/Pacific Islander,Male,Pancreas,2003,~,~,~
5689,Alabama,~,~,~,~,Mortality,20967,Asian/Pacific Islander,Male,Pancreas,2003,~,~,~
5690,Alabama,~,~,~,~,Incidence,22648,Asian/Pacific Islander,Male,Pancreas,2004,~,~,~
5691,Alabama,~,~,~,~,Mortality,22648,Asian/Pacific Islander,Male,Pancreas,2004,~,~,~
5692,Alabama,~,~,~,~,Incidence,24202,Asian/Pacific Islander,Male,Pancreas,2005,~,~,~
5693,Alabama,~,~,~,~,Mortality,24202,Asian/Pacific Islander,Male,Pancreas,2005,~,~,~
5694,Alabama,~,~,~,~,Incidence,25733,Asian/Pacific Islander,Male,Pancreas,2006,~,~,~
5695,Alabama,~,~,~,~,Mortality,25733,Asian/Pacific Islander,Male,Pancreas,2006,~,~,~
5696,Alabama,~,~,~,~,Incidence,27129,Asian/Pacific Islander,Male,Pancreas,2007,~,~,~
5697,Alabama,~,~,~,~,Mortality,27129,Asian/Pacific Islander,Male,Pancreas,2007,~,~,~
5698,Alabama,~,~,~,~,Incidence,28455,Asian/Pacific Islander,Male,Pancreas,2008,~,~,~
5699,Alabama,~,~,~,~,Mortality,28455,Asian/Pacific Islander,Male,Pancreas,2008,~,~,~
5700,Alabama,~,~,~,~,Incidence,30333,Asian/Pacific Islander,Male,Pancreas,2009,~,~,~
5701,Alabama,~,~,~,~,Mortality,30333,Asian/Pacific Islander,Male,Pancreas,2009,~,~,~
5702,Alabama,~,~,~,~,Incidence,162036,Asian/Pacific Islander,Male,Pancreas,2009-2013,~,~,~
5703,Alabama,~,~,~,~,Mortality,162036,Asian/Pacific Islander,Male,Pancreas,2009-2013,~,~,~
5704,Alabama,~,~,~,~,Incidence,31460,Asian/Pacific Islander,Male,Pancreas,2010,~,~,~
5705,Alabama,~,~,~,~,Mortality,31460,Asian/Pacific Islander,Male,Pancreas,2010,~,~,~
5706,Alabama,~,~,~,~,Incidence,32276,Asian/Pacific Islander,Male,Pancreas,2011,~,~,~
5707,Alabama,~,~,~,~,Mortality,32276,Asian/Pacific Islander,Male,Pancreas,2011,~,~,~
5708,Alabama,~,~,~,~,Incidence,33373,Asian/Pacific Islander,Male,Pancreas,2012,~,~,~
5709,Alabama,~,~,~,~,Mortality,33373,Asian/Pacific Islander,Male,Pancreas,2012,~,~,~
5710,Alabama,~,~,~,~,Incidence,34594,Asian/Pacific Islander,Male,Pancreas,2013,~,~,~
5711,Alabama,~,~,~,~,Mortality,34594,Asian/Pacific Islander,Male,Pancreas,2013,~,~,~
5712,Alabama,~,~,~,~,Incidence,15786,Asian/Pacific Islander,Male,Prostate,1999,~,~,~
5713,Alabama,~,~,~,~,Mortality,15786,Asian/Pacific Islander,Male,Prostate,1999,~,~,~
5714,Alabama,~,~,~,~,Incidence,17432,Asian/Pacific Islander,Male,Prostate,2000,~,~,~
5715,Alabama,~,~,~,~,Mortality,17432,Asian/Pacific Islander,Male,Prostate,2000,~,~,~
